#{"t_start": 1769176515.550743, "env_id": "FetchReachDense-v4"}
r,l,t
-0.787732,50,124.693148
-0.496364,50,124.922718
-0.740959,50,125.1506
-0.59115,50,125.377724
-1.026734,50,125.604002
-0.781826,50,125.831212
-0.783698,50,126.060507
-0.707566,50,126.287748
-0.651812,50,126.515774
-0.814505,50,126.743336
-0.756458,50,126.968411
-0.670977,50,127.197903
-0.732337,50,127.426879
-0.564728,50,127.654813
-0.704944,50,127.884692
-0.955579,50,128.111208
-1.753262,50,128.3459
-0.875968,50,128.572076
-0.868825,50,128.798429
-1.241215,50,129.023794
-0.733783,50,129.250307
-1.121899,50,129.477182
-0.694122,50,129.704221
-0.945973,50,129.930924
-0.820551,50,130.160057
-0.85533,50,130.393138
-0.894713,50,130.619901
-0.863903,50,130.84769
-1.062189,50,131.07436
-0.83848,50,131.302103
-0.575446,50,131.524887
-0.689483,50,131.752086
-0.94556,50,131.984078
-1.321558,50,132.209393
-0.879958,50,132.436373
-0.805008,50,132.66463
-0.768239,50,132.891926
-0.609683,50,133.119705
-0.794948,50,133.350717
-0.999121,50,133.579113
-0.663679,50,133.81023
-0.692188,50,134.039774
-0.828396,50,134.2651
-0.740742,50,134.499548
-0.820535,50,134.727081
-0.761678,50,134.955343
-0.602518,50,135.196182
-0.67615,50,135.424641
-0.804956,50,135.642308
-0.861291,50,135.861433
-0.762484,50,136.087424
-0.815981,50,136.306569
-0.816554,50,136.524901
-0.683472,50,136.750022
-0.645183,50,136.979178
-0.492989,50,137.205227
-0.846219,50,137.443302
-0.625841,50,137.675393
-1.366587,50,137.902507
-0.798615,50,138.122535
-0.659765,50,138.346554
-0.74623,50,138.567921
-0.762747,50,138.799271
-1.918809,50,139.035286
-0.683575,50,139.265593
-0.995197,50,139.501034
-1.168379,50,139.730689
-1.06523,50,139.958973
-1.067081,50,140.187028
-0.793954,50,140.418529
-0.558448,50,140.645515
-0.903631,50,140.86738
-0.811343,50,141.095024
-0.78346,50,141.322065
-1.118273,50,141.554371
-0.868337,50,141.779767
-0.899562,50,142.005883
-0.666595,50,142.232133
-0.618987,50,142.461117
-0.922301,50,142.685406
-0.720699,50,142.912115
-0.485323,50,143.137736
-0.685225,50,143.362528
-0.79661,50,143.591527
-0.787964,50,143.824818
-0.814802,50,144.057909
-0.778364,50,144.289143
-0.710178,50,144.522129
-0.764531,50,144.751128
-1.081518,50,144.986451
-0.534965,50,145.212537
-0.542307,50,145.440976
-0.823917,50,145.670054
-0.809023,50,145.89821
-0.86934,50,146.125246
-0.809597,50,146.353571
-0.585741,50,146.581387
-0.696726,50,146.807507
-1.699097,50,147.042203
-0.670364,50,147.272512
-0.798993,50,147.499366
-0.703251,50,147.724857
-0.855824,50,147.954421
-0.680181,50,148.180614
-0.596628,50,148.406422
-0.890674,50,148.634086
-0.914851,50,148.859375
-1.077623,50,149.086584
-0.487926,50,149.311788
-0.657229,50,149.539023
-0.560547,50,149.766477
-0.445846,50,149.993719
-0.744162,50,150.225245
-0.632159,50,150.453269
-0.535349,50,150.679084
-0.528364,50,150.903946
-0.819891,50,151.131264
-0.845632,50,151.359186
-0.509006,50,151.582643
-0.699935,50,151.806643
-0.556073,50,152.033393
-0.662595,50,152.257071
-1.051379,50,152.485352
-0.672684,50,152.712359
-0.643009,50,152.937592
-0.569238,50,153.163572
-0.775968,50,153.396621
-0.681756,50,153.626338
-0.891946,50,153.862798
-1.535375,50,154.09541
-0.760704,50,154.320096
-0.499235,50,154.550893
-0.556686,50,154.779717
-0.767033,50,155.006909
-0.687579,50,155.234883
-0.559238,50,155.462838
-0.956719,50,155.690201
-0.739175,50,155.912548
-0.818662,50,156.13368
-0.608864,50,156.358419
-0.879514,50,156.588929
-0.751994,50,156.81866
-1.271903,50,157.053594
-0.420524,50,157.279968
-0.514628,50,157.506508
-0.877724,50,157.734903
-0.60743,50,157.961449
-0.792469,50,158.189375
-0.570261,50,158.422021
-0.690656,50,158.650365
-0.860242,50,158.878966
-1.000214,50,159.111198
-0.826208,50,159.337548
-0.365294,50,159.562296
-0.684575,50,159.787196
-1.291717,50,160.018364
-0.697923,50,160.244948
-0.520975,50,160.470493
-0.727135,50,160.696512
-0.903233,50,160.922786
-0.829245,50,161.14825
-0.654199,50,161.374855
-0.657479,50,161.60169
-1.022618,50,161.825003
-1.397868,50,162.058795
-0.510878,50,162.282556
-0.812366,50,162.507814
-0.609047,50,162.732964
-1.060683,50,162.96248
-0.776214,50,163.190903
-0.708042,50,163.420954
-0.898027,50,163.655879
-0.64007,50,163.883646
-1.567916,50,164.118979
-0.736905,50,164.34884
-0.672895,50,164.575254
-0.640713,50,164.810581
-1.908862,50,165.045337
-1.072577,50,165.276762
-0.990374,50,165.502485
-1.292013,50,165.729476
-0.542702,50,165.954118
-0.494317,50,166.182239
-0.79753,50,166.41116
-0.743992,50,166.636847
-1.088636,50,166.865607
-0.552403,50,167.091402
-0.772185,50,167.315021
-0.613459,50,167.539203
-0.564249,50,167.760846
-0.560691,50,167.98526
-0.959704,50,168.205294
-0.630044,50,168.430991
-0.654423,50,168.657726
-0.625729,50,168.891251
-0.873413,50,169.121754
-0.669525,50,169.346574
-1.039763,50,169.573453
-0.786996,50,169.798336
-0.716081,50,170.022515
-0.850361,50,170.253207
-0.666441,50,170.478139
-0.836088,50,170.707519
-0.768638,50,170.93885
-0.647921,50,171.163848
-1.519533,50,171.396086
-0.757062,50,171.619117
-0.785818,50,171.845258
-0.805982,50,172.070248
-0.677333,50,172.294061
-0.778632,50,172.517342
-0.907983,50,172.741413
-0.729976,50,172.965641
-0.807994,50,173.191913
-0.769197,50,173.415589
-0.833944,50,173.641223
-1.004994,50,173.86572
-1.131446,50,174.090676
-0.767515,50,174.319935
-1.005865,50,174.547631
-0.918249,50,174.7785
-0.922128,50,175.006947
-1.021702,50,175.238069
-0.784814,50,175.46123
-1.473603,50,175.693202
-0.861297,50,175.926747
-0.423185,50,176.153579
-0.527247,50,176.379244
-0.96169,50,176.613161
-1.234785,50,176.840844
-0.957002,50,177.066991
-0.887526,50,177.292886
-0.744199,50,177.519586
-0.579927,50,177.746807
-0.735418,50,177.972011
-0.691016,50,178.197077
-0.686682,50,178.423278
-0.602756,50,178.646402
-0.856119,50,178.876208
-0.89018,50,179.10506
-0.523546,50,179.331576
-0.618229,50,179.557412
-0.565763,50,179.782988
-0.776936,50,180.012542
-0.553581,50,180.239659
-0.66883,50,180.471198
-0.771528,50,180.697201
-0.651511,50,180.9227
-0.725889,50,181.150316
-0.978865,50,181.385009
-0.771596,50,181.610697
-0.937146,50,181.837955
-1.345895,50,182.063731
-0.599194,50,182.291268
-0.734414,50,182.516855
-0.760119,50,182.742888
-0.575676,50,182.968061
-0.879258,50,183.194639
-0.933486,50,183.419855
-0.561126,50,183.645304
-1.466561,50,183.878667
-0.76963,50,184.108697
-0.557729,50,184.334416
-0.941616,50,184.563547
-0.634397,50,184.791265
-0.709819,50,185.018944
-0.97667,50,185.244206
-0.753808,50,185.474316
-0.651332,50,185.696179
-0.562689,50,185.918712
-0.770615,50,186.142687
-0.601708,50,186.368036
-1.588375,50,186.599439
-0.877332,50,186.830766
-1.120157,50,187.05788
-0.869415,50,187.286591
-1.562603,50,187.51924
-0.880271,50,187.745887
-0.602882,50,187.973072
-0.989476,50,188.19806
-0.926916,50,188.425448
-0.849029,50,188.651236
-1.067114,50,188.87794
-1.00988,50,189.105938
-0.962462,50,189.333025
-0.442421,50,189.559508
-0.579973,50,189.785686
-1.33157,50,190.016987
-0.730829,50,190.241461
-1.560248,50,190.474054
-0.752543,50,190.697712
-0.854798,50,190.923854
-0.60465,50,191.152485
-0.853064,50,191.376461
-0.615228,50,191.601872
-1.524843,50,191.834634
-1.048406,50,192.06366
-1.157569,50,192.299437
-0.88081,50,192.526553
-1.155853,50,192.760849
-1.620737,50,192.996056
-0.905029,50,193.222158
-1.058656,50,193.448637
-0.730754,50,193.674931
-0.81851,50,193.903189
-0.540981,50,194.127796
-1.752367,50,194.360127
-0.632552,50,194.588299
-0.472898,50,194.81603
-0.861396,50,195.043321
-0.799735,50,195.273325
-0.679539,50,195.498603
-0.902167,50,195.726034
-0.561266,50,195.9535
-2.0671,50,196.187363
-0.851918,50,196.422152
-1.486117,50,196.65796
-0.580401,50,196.9053
-0.857007,50,197.140684
-0.942943,50,197.369835
-0.726062,50,197.599559
-0.755906,50,197.828353
-0.542855,50,198.054527
-0.578454,50,198.281037
-1.052674,50,198.514798
-0.716891,50,198.743014
-0.811844,50,198.96967
-0.66828,50,199.202144
-0.784655,50,199.429204
-0.920199,50,199.658016
-0.519246,50,199.882671
-0.586573,50,200.109032
-1.266433,50,200.335652
-0.566892,50,200.565413
-0.663881,50,200.791521
-0.514451,50,201.018402
-0.65918,50,201.246328
-0.586631,50,201.473053
-0.549359,50,201.699602
-0.933083,50,201.924609
-0.448053,50,202.151716
-0.452449,50,202.377675
-0.855756,50,202.604044
-0.911216,50,202.833667
-0.696959,50,203.06105
-1.010934,50,203.288978
-0.850391,50,203.515113
-0.774392,50,203.744898
-1.839496,50,203.977077
-1.628548,50,204.212655
-0.803107,50,204.439252
-0.905207,50,204.66429
-0.651954,50,204.89274
-0.815446,50,205.12095
-0.893112,50,205.348218
-0.971412,50,205.576625
-0.810132,50,205.801998
-0.782047,50,206.028729
-0.896503,50,206.254802
-0.772096,50,206.483765
-0.740598,50,206.71107
-0.694808,50,206.938003
-0.704184,50,207.165629
-0.638072,50,207.392612
-0.927045,50,207.620757
-0.7118,50,207.846758
-0.839818,50,208.07488
-0.88316,50,208.301035
-0.667073,50,208.532235
-1.220381,50,208.766058
-0.962363,50,208.993674
-0.64995,50,209.22046
-0.825443,50,209.619695
-0.964821,50,209.846887
-0.814297,50,210.072321
-0.479266,50,210.297799
-0.918907,50,210.525005
-0.705914,50,210.750065
-0.780152,50,210.977393
-0.671258,50,211.203052
-0.775641,50,211.430151
-0.629945,50,211.655619
-0.593151,50,211.880919
-0.827439,50,212.10632
-1.059598,50,212.331755
-0.666034,50,212.558094
-0.831071,50,212.78199
-1.143943,50,213.00782
-0.493133,50,213.233811
-0.873076,50,213.458769
-0.650771,50,213.684762
-0.874856,50,213.910759
-0.626967,50,214.137221
-0.812235,50,214.367158
-0.520081,50,214.590812
-0.892054,50,214.81903
-0.88486,50,215.049216
-1.067367,50,215.275492
-1.667484,50,215.510673
-0.766093,50,215.736669
-0.797489,50,215.964874
-0.789609,50,216.190754
-0.445932,50,216.416484
-0.568058,50,216.643612
-0.695254,50,216.870401
-0.675342,50,217.096734
-0.696446,50,217.324109
-1.017375,50,217.555754
-0.731707,50,217.784351
-0.724279,50,218.016077
-0.635857,50,218.244454
-0.459777,50,218.469658
-1.250647,50,218.70452
-0.714276,50,218.938226
-0.705908,50,219.167143
-0.760978,50,219.39388
-1.401424,50,219.628551
-0.799109,50,219.856316
-0.95935,50,220.08209
-0.822177,50,220.315471
-0.739676,50,220.542832
-0.838026,50,220.768786
-1.036913,50,220.996922
-0.715766,50,221.225904
-0.762557,50,221.453744
-1.542252,50,221.682551
-0.637529,50,221.910171
-0.679075,50,222.136406
-0.563942,50,222.365194
-0.54987,50,222.595427
-0.666747,50,222.828591
-0.746225,50,223.055009
-0.482274,50,223.282587
-0.795868,50,223.511381
-0.744286,50,223.739804
-0.762017,50,223.966196
-0.665244,50,224.195363
-0.505545,50,224.423284
-0.795517,50,224.651575
